ID,WARD,SPECIES,DIAMETER,LON,LAT
19393,1,Hackberry,4,-79.5907502041024,43.7574036632679
20072,1,"Basswood, Redmond",4,-79.5540492989004,43.7177782146909
20311,1,"Linden, littleleaf Glenleven",4,-79.6022746945017,43.755411095211
20391,1,Spruce,4,-79.5442002629846,43.7148544286698
20484,1,"Catalpa, northern",4,-79.6047647236941,43.7555843452763
21161,1,"Mountain ash, oak leaf",4,-79.5582270518265,43.7320693990495
21168,1,Ginkgo,4,-79.5519979903542,43.7407212566935
21332,1,Kentucky coffeetree,4,-79.5530457593109,43.7395009660038
21418,1,"Oak, white",4,-79.5775980450508,43.7220333440667
21542,1,"Elm, American Valley Forge",4,-79.5885853307909,43.7589966730807
22044,1,"Maple, Freeman Autumn Blaze",4,-79.5704899324833,43.6838762569451
22286,1,Kentucky coffeetree,4,-79.5670854554677,43.7191898506169
22488,1,"Beech, American",4,-79.5729036133087,43.6953016850769
22554,1,"Maple, Freeman Autumn Blaze",4,-79.5906330732131,43.728517913967
22645,1,"Maple, Norway",4,-79.5511942412651,43.7233321392792
22701,1,Honey locust Skyline,4,-79.5612977177078,43.7319877906079
23207,1,Ginkgo,4,-79.5771174517542,43.7315517786644
23214,1,"Planetree, London",4,-79.5762466420135,43.7398734112627
23980,1,"Maple, Norway",4,-79.6209932808158,43.7522973012819
24659,1,"Maple, Freeman Autumn Blaze",4,-79.6247401664792,43.7295007242726
24722,1,"Kentucky coffeetree, Espresso",4,-79.5548131834932,43.7387509874887
24977,1,"Horsechestnut, Ruby red",4,-79.5811388112799,43.7363811514162
25019,1,"Oak, red",4,-79.6258765065933,43.731524351022
25137,1,"Basswood, Redmond",4,-79.5798265584343,43.7413045281659
25332,1,"Kentucky coffeetree, Espresso",4,-79.5746268327181,43.7325664755448
25603,1,"Hazel, Turkish",4,-79.5874529739347,43.749388524574
25777,1,"Basswood, Redmond",4,-79.5976915897592,43.7548597305904
25953,1,Sweetgum,4,-79.6186618188864,43.7228817339585
26085,1,"Oak, bur",4,-79.5766959507193,43.7353195179297
26087,1,"Hazel, Turkish",4,-79.5702528173378,43.7421775766142
26200,1,"Yellowwood, Kentucky",4,-79.6176275344292,43.7225783268557
26470,1,"Maple, Freeman Autumn Blaze",4,-79.5627805793798,43.7165349997972
26475,1,Honey locust Skyline,4,-79.600963064013,43.7542917835254
26505,1,"Planetree, London Bloodgood",4,-79.583285021568,43.7262087815751
26754,1,Ginkgo,4,-79.6257643529439,43.7307236348082
26913,1,"Basswood, Redmond",4,-79.5868736253284,43.7484370709424
26952,1,"Hazel, Turkish",4,-79.5965630259018,43.750947346493
26995,1,Lilac,4,-79.5532350171723,43.7267116418953
27138,1,"Zelkova, Japanese",4,-79.5988153184604,43.754612365872
27170,1,Birch,4,-79.6049224868388,43.733384484775
27211,1,"Maple, Norway Superform",4,-79.5968449818343,43.6898972190767
27381,1,Horsechestnut,4,-79.5961068051402,43.7580024545141
27653,1,"Oak, bur",4,-79.5759962066303,43.7366341822594
27786,1,"Maple, Freeman Autumn Blaze",4,-79.5680003007802,43.7292198556242
27837,1,Serviceberry,4,-79.5714110930344,43.7327854595121
28743,1,"Oak, swamp white",4,-79.5674040092047,43.7279862201822
28827,1,Ginkgo,4,-79.5458114537463,43.7133522310225
28862,1,"Maple, Amur",4,-79.5602286972435,43.7329109311081
29129,1,Serviceberry,4,-79.607438740855,43.7325057605303
29131,1,Ginkgo,4,-79.5922630777326,43.7511555496636
29181,1,Hackberry,4,-79.5977817383036,43.7576162599698
29459,1,"Planetree, London",4,-79.6003689324589,43.7502834065379
29632,1,"Basswood, American",4,-79.5539537350338,43.7380608406619
29883,1,Honey locust Skyline,4,-79.5604718690416,43.6969888843426
29962,1,"Elm, American Valley Forge",4,-79.5944044754102,43.7482826060851
30619,1,Hackberry,4,-79.6028906970465,43.7526262741479
30700,1,"Maple, Freeman Autumn Blaze",4,-79.606048531795,43.7549711070932
30751,1,"Beech, European",4,-79.6257659118212,43.7306499760004
30915,1,"Oak, red",4,-79.5322753208939,43.7012822703294
31008,1,"Elm, American Valley Forge",4,-79.5947117353778,43.7484214385257
31019,1,"Maple, Freeman Armstrong",4,-79.6047971585371,43.7553699430944
31698,1,"Oak, bur",4,-79.5758173075106,43.7238348333554
31780,1,"Kentucky coffeetree, Espresso",4,-79.560013422885,43.7007560914731
32552,1,"Elm, Accolade",4,-79.5501489480899,43.7242074696862
32571,1,Hackberry,4,-79.5659063089516,43.7300100495122
32629,1,"Catalpa, northern",4,-79.592125302703,43.727306486521
32815,1,"Basswood, Redmond",4,-79.5829701078512,43.7273206817558
32872,1,Redbud,4,-79.5293609336777,43.7023755504197
32952,1,"Basswood, Redmond",4,-79.5778829892896,43.7400272639776
33095,1,"Oak, bur",4,-79.568728550703,43.7418138640516
34118,1,"Oak, bur",4,-79.5986813902706,43.7571743923853
34207,1,"Maple, Norway Superform",4,-79.5930651117204,43.687337121702
35151,1,"Beech, European",4,-79.5980198276443,43.7397194275516
35314,1,"Hornbeam, European",4,-79.590928658241,43.75562306746
35361,1,"Maple, Freeman Autumn Blaze",4,-79.5782812783736,43.726715622333
35742,1,"Maple, Freeman Autumn Blaze",4,-79.5964043535125,43.741157710999
35775,1,Horsechestnut,4,-79.5853441783747,43.7364027971511
35822,1,"Buckeye, Ohio",4,-79.5696161233618,43.7397100662777
35890,1,Zelkova,4,-79.5954211920359,43.7295109670018
36328,1,Hackberry,4,-79.5670901290374,43.7181284561154
36449,1,Ginkgo,4,-79.5655216399798,43.7327166083854
36458,1,Kentucky coffeetree,4,-79.6034197801485,43.7521027459485
36484,1,Ginkgo,4,-79.5531279216686,43.7360894643505
36512,1,Black locust,4,-79.5899052618519,43.7236742998295
36954,1,Ginkgo,4,-79.6032484453981,43.7534836577307
37306,1,Ironwood,4,-79.5855867257769,43.7271870553159
37372,1,"Oak, red",4,-79.5956318614709,43.7294163499722
37944,1,"Lilac, Japanese",4,-79.6016940683372,43.7328498132448
37961,1,Honey locust,4,-79.5849778315682,43.7219152022067
37981,1,"Buckeye, yellow",4,-79.5973956434911,43.7446457863404
38282,1,Ginkgo,4,-79.560906323049,43.7255555357458
38343,1,"Kentucky coffeetree, Espresso",4,-79.5982588564356,43.7394634166575
38575,1,Tulip tree,4,-79.5930377058245,43.7557390337779
38738,1,"Lilac, Japanese",4,-79.5698090447676,43.6804527562101
38892,1,"Basswood, Redmond",4,-79.5739745884514,43.7238604791595
39036,1,"Planetree, London",4,-79.5519387426238,43.7406034486812
39112,1,"Buckeye, Ohio",4,-79.5679256815097,43.6793689354418
39198,1,Kentucky coffeetree,4,-79.6157267359717,43.7548778535127
39560,1,"Maple, Norway",4,-79.574321507328,43.6947676615502
39831,1,"Oak, red",4,-79.5514798898215,43.7173119656021
39842,1,"Oak, red",4,-79.5547399554291,43.7207400721148
39947,1,Serviceberry,4,-79.570279485781,43.6880113519017
40452,1,"Oak, swamp white",4,-79.5919233423976,43.7529341364853
40671,1,Honey locust Shademaster,4,-79.6039175581682,43.7328139597505
40906,1,"Oak, red",4,-79.5509534992213,43.7210686581081
41056,1,"Oak, white",4,-79.5672934354337,43.6806535178792
41072,1,"Maple, Freeman Autumn Blaze",4,-79.5780638474991,43.7423270416537
41505,1,"Oak, red",4,-79.6199240035832,43.7349441165261
41545,1,Honey locust Sunburst,4,-79.5532643075111,43.733516066902
41706,1,Ginkgo,4,-79.5712251722824,43.7274824439645
41721,1,Kentucky coffeetree,4,-79.5499818117827,43.7031099550313
41737,1,Ginkgo,4,-79.6071800600719,43.7318813449423
42564,1,Honey locust Shademaster,4,-79.5676080723798,43.7393085300766
42753,1,Honey locust Shademaster,4,-79.5823817817994,43.7449311405296
42783,1,"Maple, Amur",4,-79.5558610644843,43.700773156256
42862,1,Honey locust Skyline,4,-79.5869285264027,43.7171681225246
42876,1,Hackberry,4,-79.6365534659236,43.7508584269801
42975,1,"Oak, English pyramidal",4,-79.5905213727025,43.7548954191019
43102,1,Ginkgo,4,-79.5759919759948,43.7354779056468
43314,1,"Oak, white",4,-79.5792514208072,43.7203498942379
43340,1,"Yellowwood, Kentucky",4,-79.6226137479662,43.7290396864954
43388,1,"Catalpa, northern",4,-79.6009353927229,43.7510458225981
43549,1,"Planetree, London",4,-79.5978349408568,43.7359356430549
43611,1,"Oak, red",4,-79.5780382990804,43.7361637254384
43695,1,Kentucky coffeetree,4,-79.5510496644278,43.71355952497
43724,1,"Oak, swamp white",4,-79.5911831957181,43.7197579336667
43781,1,Tulip tree,4,-79.5855751606039,43.7186092904025
44006,1,Honey locust Skyline,4,-79.5825750943475,43.7236061371572
44294,1,Ginkgo,4,-79.5903958385703,43.7468434932633
44326,1,Honey locust Skyline,4,-79.5652074688274,43.7305566452487
44470,1,"Buckeye, Ohio",4,-79.5924994488057,43.7490155295966
44496,1,Hackberry,4,-79.569568920241,43.6861457624477
44778,1,"Oak, swamp white",4,-79.5678175453257,43.737578632188
44878,1,"Katsura, Japanese",4,-79.6046728799944,43.7548372312331
45114,1,"Oak, red",4,-79.5952012120849,43.7346129944999
45159,1,"Buckeye, yellow",4,-79.5812282906959,43.6826546830715
45214,1,"Maple, Freeman Sienna Glen",4,-79.5986212741271,43.7554744069121
45235,1,Kentucky coffeetree,4,-79.615606297134,43.7320917100129
45279,1,Hackberry,4,-79.583285021568,43.7262087815751
45532,1,"Oak, red",4,-79.572825116038,43.7333569015638
45751,1,Ironwood,4,-79.5716222324217,43.714739442454
45841,1,Hackberry,4,-79.5887014524688,43.7532661081124
46454,1,"Maple, red",4,-79.5705862013087,43.6874142775803
46672,1,Ginkgo,4,-79.5712655220146,43.7436108251884
46816,1,Ginkgo,4,-79.561210094389,43.7249938579569
46928,1,Kentucky coffeetree,4,-79.6198095959655,43.7317558120833
46946,1,"Elm, American Valley Forge",4,-79.5898560981034,43.7494511902515
47072,1,Hackberry,4,-79.5600909692719,43.7217366759296
47448,1,"Lilac, Japanese",4,-79.5668148215527,43.7339029509767
47515,1,"Oak, bur",4,-79.587683778224,43.7515133516625
47582,1,"Basswood, Redmond",4,-79.5951639297813,43.7509061962802
47631,1,Serviceberry,4,-79.5832308599497,43.724276101236
47669,1,"Linden, littleleaf",4,-79.5668929827809,43.6761508172275
47982,1,Serviceberry,4,-79.5576992691859,43.7390095312897
48065,1,Ginkgo,4,-79.5907406713349,43.7189744838277
48139,1,"Planetree, London",4,-79.5603697356465,43.7380717819431
48193,1,Horsechestnut,4,-79.5506386765702,43.7122385025005
48344,1,"Katsura, Japanese",4,-79.5852662437189,43.7386527740328
48559,1,Ginkgo,4,-79.5962698816519,43.756697108485
48581,1,"Oak, swamp white",4,-79.5527825534711,43.7129288566146
48624,1,"Oak, pin",4,-79.5881786338492,43.7436622441078
48667,1,Serviceberry,4,-79.5902861871826,43.7172354774542
48698,1,"Oak, red",4,-79.5777488905249,43.7370594725025
48881,1,"Oak, red",4,-79.5893506311614,43.7487606720343
49002,1,"Buckeye, Ohio",4,-79.5887448690039,43.7331810804481
49092,1,"Oak, bur",4,-79.5517915774167,43.7169107378501
49176,1,"Basswood, Redmond",4,-79.5548225449923,43.7420309461265
49271,1,Ironwood,4,-79.5739759480292,43.7235431573879
49499,1,Honey locust Skyline,4,-79.587902978821,43.7532244913594
49731,1,"Oak, swamp white",4,-79.5605176534901,43.7381186721008
49818,1,Honey locust,4,-79.63682673408,43.7507827061146
50351,1,"Oak, red",4,-79.5576354771397,43.7381633586267
51556,1,"Beech, American",4,-79.5730052690153,43.6953140419775
51795,1,"Lilac, Japanese",4,-79.6187013097466,43.7241376816487
51946,1,"Oak, English pyramidal",4,-79.5861222100896,43.7268245242301
52242,1,"Oak, bur",4,-79.5852204327232,43.7369892202363
52422,1,"Elm, American Valley Forge",4,-79.6002399531989,43.7345066937706
52835,1,"Oak, red",4,-79.5908164550434,43.7529925569918
53251,1,"Linden, littleleaf Glenleven",4,-79.583870156703,43.7320357271563
53590,1,Ginkgo,4,-79.5639094420531,43.7254861887351
53626,1,"Oak, swamp white",4,-79.5630987457249,43.721390064271
54283,1,"Elm, Accolade",4,-79.5574355393284,43.7356307307732
55238,1,Hackberry,4,-79.5952726729723,43.7555824711475
55276,1,"Elm, American Valley Forge",4,-79.596529369209,43.7515386098266
55295,1,Serviceberry,4,-79.5843983895095,43.7177889089716
55333,1,Ginkgo,4,-79.5611746844294,43.7378247654679
55558,1,"Pagoda, Japanese",4,-79.60127795779,43.7336550816577
55561,1,"Cork tree, Amur",4,-79.5716063185093,43.6778602917794
55777,1,"Elm, Accolade",4,-79.5502914080997,43.7123193881483
55842,1,"Oak, shingle",4,-79.5528981749534,43.7352610530337
55989,1,"Buckeye, Ohio",4,-79.5639142641539,43.7168759331763
56312,1,"Maple, Freeman Autumn Blaze",4,-79.5629509972871,43.7214438561882
56356,1,"Catalpa, northern",4,-79.5905540693767,43.7440484201421
56654,1,Black locust Purple robe,4,-79.5729827876478,43.6948622635713
56660,1,"Kentucky coffeetree, Espresso",4,-79.5528004653596,43.7177542969719
56675,1,"Maple, Freeman Autumn Blaze",4,-79.599691803516,43.7559106932036
56815,1,"Maple, Freeman Autumn Blaze",4,-79.588484761864,43.7234390356034
57682,1,"Elm, American Valley Forge",4,-79.5885853307909,43.7589966730807
58401,1,Kentucky coffeetree,4,-79.6214895839893,43.724211343653
58423,1,Honey locust Skyline,4,-79.590343923784,43.7231601628739
58456,1,"Planetree, London Bloodgood",4,-79.5716481273831,43.7291808572098
58860,1,"Oak, swamp white",4,-79.5935455974248,43.7471744265659
59244,1,Hackberry,4,-79.5987159556782,43.7540799049517
59811,1,"Oak, swamp white",4,-79.583285021568,43.7262087815751
60258,1,"Planetree, London",4,-79.5965967168844,43.7363165839025
60415,1,"Catalpa, northern",4,-79.5434124664855,43.6998856437584
60886,1,"Hazel, Turkish",4,-79.5589179967986,43.7299962409126
61069,1,"Maple, Norway",4,-79.5660689557197,43.71330582598
61199,1,Ironwood,4,-79.592988191765,43.7472922751533
61421,1,Hackberry,4,-79.5949105968498,43.747883640526
61433,1,Ginkgo,4,-79.6033603088407,43.7325869949215
61516,1,Honey locust,4,-79.606121320129,43.7491555533343
61619,1,"Maple, Norway Crimson King",4,-79.6053671793931,43.7425869702027
61675,1,Golden chain tree,4,-79.5658046438013,43.7148806769299
61947,1,"Zelkova, Japanese Village Green",4,-79.563709184365,43.6962207652122
62077,1,"Cedar, white",4,-79.5695627780946,43.7083691604087
62185,1,"Buckeye, yellow",4,-79.5466580180415,43.713143086329
62886,1,"Spruce, white",4,-79.5602938968682,43.7240050091976
63092,1,Hackberry,4,-79.5709603258179,43.6874161612511
63203,1,Ginkgo,4,-79.5902710005068,43.7286034782113
63385,1,"Lilac, Japanese",4,-79.5723581304643,43.7153655746007
63480,1,"Pagoda, Japanese",4,-79.5938786258551,43.7283058356141
63603,1,"Basswood, Redmond",4,-79.6128006682313,43.7339546263859
63721,1,Hackberry,4,-79.5900638976906,43.7224498074753
63899,1,"Spruce, white",4,-79.5595713796771,43.7320020521994
64288,1,Honey locust Shademaster,4,-79.5700140541521,43.7429649243973
64435,1,Sweetgum,4,-79.5714875947636,43.7426231902851
64757,1,Ginkgo,4,-79.5680171629535,43.7280072168996
64847,1,"Oak, swamp white",4,-79.5666155951935,43.7154459723003
65052,1,"Lilac, Japanese",4,-79.5618235777575,43.7389911547163
65127,1,"Hawthorn, green Winter King",4,-79.5851191553132,43.7246213935594
65175,1,"Dogwood, flowering",4,-79.5800492821737,43.7220352901946
65378,1,Serviceberry,4,-79.5548604989531,43.7394338964175
65475,1,Redbud,4,-79.5839537103649,43.7218237142055
376,1,"Lilac, Japanese",5,-79.5699594223724,43.7240449493323
1974,1,Tulip tree,5,-79.5849469463389,43.691983954412
2158,1,Honey locust,5,-79.6335271669097,43.7511434160177
5342,1,"Basswood, American",5,-79.5786241608797,43.70752837398
5541,1,Horsechestnut,5,-79.5879778733362,43.73899242339
6183,1,Kentucky coffeetree,5,-79.5982505743176,43.7177443479369
7417,1,"Linden, littleleaf Glenleven",5,-79.5536990156776,43.7053962675311
7936,1,Ironwood,5,-79.6060314116831,43.7321111915546
8910,1,"Yellowwood, Kentucky",5,-79.6056383115563,43.7090026742951
8972,1,"Oak, red",5,-79.6221090723241,43.7266639989663
12652,1,"Oak, red",5,-79.6181027446042,43.733836647572
13052,1,"Mulberry, white",5,-79.6015664035517,43.7530433409817
14876,1,Black locust,5,-79.5667822336315,43.6779059591403
21354,1,"Maple, Norway",5,-79.5734705878569,43.6952140815608
22403,1,"Ginkgo, columnar",5,-79.5766723567876,43.7039555822168
22521,1,"Oak, swamp white",5,-79.5846344106141,43.7488692065869
22787,1,"Maple, black",5,-79.5823817817994,43.7449311405296
26938,1,Cherry,5,-79.5419294062788,43.7138131633399
27094,1,"Oak, red",5,-79.5996312125272,43.7407581341414
27616,1,Ginkgo,5,-79.6146175310641,43.7347656478005
28259,1,"Oak, bur",5,-79.6145663451208,43.723354436066
28740,1,Ginkgo,5,-79.5623205723842,43.7032187591175
28744,1,"Basswood, Redmond",5,-79.5675258199525,43.7256826499188
29812,1,"Planetree, London",5,-79.5922368699507,43.7148589383608
30336,1,"Catalpa, northern",5,-79.5648442384539,43.7243787523669
31109,1,"Cork tree, Amur",5,-79.5738733457724,43.7269507341466
31433,1,"Buckeye, Ohio",5,-79.59166982586,43.7525782706651
32562,1,"Cedar, eastern red",5,-79.5862229900503,43.7391486266655
34431,1,Kentucky coffeetree,5,-79.5570024010157,43.6976546650665
34500,1,"Ginkgo, columnar",5,-79.548443998312,43.6997947164308
34583,1,"Maple, Freeman Marmo",5,-79.5661541365612,43.6783129948689
36286,1,Honey locust Skyline,5,-79.5767002534275,43.7310845623424
36695,1,"Maple, Norway",5,-79.5634516720757,43.7335504620264
37095,1,Kentucky coffeetree,5,-79.5691671819324,43.7171729501152
37373,1,"Maple, Japanese",5,-79.5941888108739,43.7369196502433
37688,1,Honey locust Shademaster,5,-79.6250536510607,43.7312716265226
38443,1,Honey locust,5,-79.5931436196378,43.7416372991653
38623,1,Pear Chanticleer,5,-79.5832190504538,43.7501061111856
39524,1,"Basswood, American",5,-79.58682253998,43.7496635419218
39803,1,Kentucky coffeetree,5,-79.5949388308268,43.7561621737919
40373,1,Tulip tree,5,-79.5540519319431,43.7208039123575
